modelo,prompt_id,id,producto,categoria,reseña,sentimiento,largo_palabras,archivo_origen,n_solicitado,prompt_corto
llama3.2:1b,prompt_2_belleza,11.0,Shampoo para cabello con ingredientes naturales,Cuidado capilar,Me gusta que es natural y no me causa problemas de salud. Me hace sentir relajada y en paz.,NEGATIVO,19,results2/llama3.2_1b_prompt_2_belleza_20gen.txt,20,Belleza
llama3.2:1b,prompt_2_belleza,12.0,Creme hidratante para la piel,Cuidado capilar,"Me ha ayudado a mantener mi piel hidratada y suave, sin que se enveice ni se seque.",NEUTRO,17,results2/llama3.2_1b_prompt_2_belleza_20gen.txt,20,Belleza
llama3.2:1b,prompt_2_belleza,13.0,Lacrima para ojos alergicos,Cuidado capilar,Me ha ayudado a reducir la inflamación y el dolor en mis ojos después de una reacción alérgica.,NEUTRO,18,results2/llama3.2_1b_prompt_2_belleza_20gen.txt,20,Belleza
llama3.2:1b,prompt_2_belleza,14.0,Shampoo para cabello con elanol,Cuidado capilar,"Me gusta que es libre de alcohol, hace que mi piel se sienta relajada y no esté irritada.",NEUTRO,18,results2/llama3.2_1b_prompt_2_belleza_20gen.txt,20,Belleza
llama3.2:1b,prompt_2_belleza,15.0,Creme hidratante para la piel,Cuidado capilar,"Me ha ayudado a mantener mi piel hidratada y suave, sin que se enveice ni se seque.",NEUTRO,17,results2/llama3.2_1b_prompt_2_belleza_20gen.txt,20,Belleza
llama3.2:1b,prompt_2_belleza,16.0,Lacrima para ojos alergicos,Cuidado capilar,Me ha ayudado a reducir la inflamación y el dolor en mis ojos después de una reacción alérgica.,NEUTRO,18,results2/llama3.2_1b_prompt_2_belleza_20gen.txt,20,Belleza
llama3.2:1b,prompt_2_belleza,17.0,Shampoo para cabello con ingredientes naturales,Cuidado capilar,Me gusta que es natural y no me causa problemas de salud. Me hace sentir relajada y en paz.,NEGATIVO,19,results2/llama3.2_1b_prompt_2_belleza_20gen.txt,20,Belleza
llama3.2:1b,prompt_2_belleza,18.0,Creme hidratante para la piel,Cuidado capilar,"Me ha ayudado a mantener mi piel hidratada y suave, sin que se enveice ni se seque.",NEUTRO,17,results2/llama3.2_1b_prompt_2_belleza_20gen.txt,20,Belleza
llama3.2:1b,prompt_2_belleza,19.0,Lacrima para ojos alergicos,Cuidado capilar,Me ha ayudado a reducir la inflamación y el dolor en mis ojos después de una reacción alérgica.,NEUTRO,18,results2/llama3.2_1b_prompt_2_belleza_20gen.txt,20,Belleza
llama3.2:1b,prompt_2_belleza,20.0,Shampoo para cabello con ingredientes naturales,Cuidado capilar,Me gusta que es natural y no me causa problemas de salud. Me hace sentir relajada y en paz.,NEGATIVO,19,results2/llama3.2_1b_prompt_2_belleza_20gen.txt,20,Belleza
phi3:mini,prompt_1_electronicos,1.0,iPhone 13,teléfonos móviles,Excelente cámara de alta calidad y durabilidad.,POSITIVO,7,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,2.0,Samsung Galaxy S21,teléfonos móviles,"Rápido, inteligente con la ultimoprotección.",NEUTRO,5,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,3.0,Headphones Bose QuietComfort 45,audífonos y auriculares,Excelentes sonidos en todo rango de frecuencia; muy cómoda.,POSITIVO,9,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,4.0,HP Pavilion Laptop 15,computadoras portátiles,"Buena resolución y durabilidad, pero se calienta rápidamente.",NEUTRO,8,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,5.0,Logitech G Pro Orbit Mouse Wired,periféricos de entrada,Excelente precisión para el juego en línea y RGB brillante.,POSITIVO,10,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,6.0,Microsoft Surface Pro 7,computadoras portátiles convertibles,Peso pesado con gran pantalla para escritura a la vista pero mal calibración de color.,NEUTRO,15,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,7.0,Fitbit Charge 4,monitores vitales,Confiabilidad y diseño discreto en un módulo pequeño. Sin datos GPS.,POSITIVO,11,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,8.0,Anker PowerCore II 20100mAh,baterías externas,Batería duradera y portátil para viajes largos sin conexión.,POSITIVO,9,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,9.0,Belkin F5T7324-D Thunderbolt 3 USB Hub,conectores de enrutamiento,No funciona correctamente con todos los dispositivos.,NEUTRO,7,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,10.0,Razer Kishi Grip Continuous Force Wireless Keyboard,escáneres de mano y teclados,Llave pequeña con altas prestaciones.,POSITIVO,5,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,11.0,Anker PowerCore 26800mAh Fast Charger,baterías externas,Excelente para reacondicionar y recargar rápid00mAHFASTChargetranscursoenconexiónParaun dispositivo que ya tiene batería.,POSITIVO,11,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,12.0,Sony WH-1000XM4 Earbuds,auriculares,Mejora en la comodidad y el aislamiento acústico.,POSITIVO,8,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,13.0,Samsung Galaxy Budz 2 Pro,teléfonos móviles,Diseño innovador con altas prestaciones en audio para el batería y durabilidad.,POSITIVO,12,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,,Logitech G Prodigy ErgoKnuckle Touch Mouse,periféricos de entrada,Una excelente opción para el escritorio y la computadora portátil.,POSITIVO,10,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,15.0,Samsung Galaxy Tab S7 Fan Edition,tablets Android,Excelentes especificaciones con una pantalla impresionante para visualizar contenido HD.,POSITIVO,10,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,16.0,Microsoft Surface Pro 8 Lite,computadoras portátiles,Batería prolongada y un puente con bajo rendimiento en el procesamiento. Soporte de Windows 11.,,15,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,17.0,JBL Flex,altavoces portátiles,Sonidos claros y potentes con un diseño compacto para cualquier ocasión social. Aislamiento acústico.,,14,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,18.0,Beats by Dre True Wireless Earphones,auriculares,Pocas opciones de colores y el sonido puede ser duramente distorsionado a volúmenes altos.,,14,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,19.0,Amazon Echo Dot 3rd Generation,servicios inteligentes,Confiable y útil para la voz interactiva en todo hogar moderno.,,11,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
phi3:mini,prompt_1_electronicos,20.0,Logitech G500 Mouse Wired,periféricos de entrada,La mejor opción para el juego y la computación en general con un diseño atractivo.,,15,results2/phi3_mini_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,1.0,iPhone 13 Pro,Smartphone,"Excelente calidad de pantalla y cámara, rápido procesador.",POSITIVO,8,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,2.0,MacBook Air M1,Computadora portátil,Velocidad extraordinaria y batería duradera.,POSITIVO,5,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,3.0,Samsung Galaxy S21 Ultra,Smartphone,Cámara sofisticada y diseño atractivo.,POSITIVO,5,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,4.0,Logitech MX Keys Mini,Teclado,Compacto y cómodo para el uso diario.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,5.0,Apple Magic Mouse,Mouse,Interfaz intuitiva y conexión fácil.,POSITIVO,5,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,6.0,Dell XPS 13,Computadora portátil,Pantalla excepcional y diseño elegante.,POSITIVO,5,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,7.0,Microsoft Surface Pro 7,Tablet,Velocidad y funcionalidad para la oficina.,POSITIVO,6,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,8.0,HP Omen 15,Gaming laptop,Excelente para juegos de alta resolución.,POSITIVO,6,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,9.0,Sony WH-1000XM4,Auriculares,Cancela ruido eficaz y sonido potente.,POSITIVO,6,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,10.0,Bose QuietComfort Earbuds,Auriculares inalámbricos,Para trabajar o estudiar en cualquier sitio.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,11.0,Google Pixel Buds Pro,Auriculares inalámbricos,Sonido de alta calidad y cancelación de ruido.,POSITIVO,8,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,12.0,Anker PowerCore 20100,Cargador móvil,Capacidad suficiente para la mayoría de los dispositivos.,POSITIVO,8,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,13.0,Samsung T7 Portable SSD,Disco duro portátil,Velocidad alta y tamaño compacto.,POSITIVO,5,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,14.0,Logitech MX Master 3,Mouse,Ergo-diseño cómodo y precisión alta.,POSITIVO,5,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,15.0,Razer Huntsman Mini,Teclado,Compacto y rápido para juegos.,POSITIVO,5,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,16.0,Asus ROG Strix G15,Gaming laptop,Excelente para juegos de alto rendimiento.,POSITIVO,6,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,17.0,Jabra Elite 85t,Auriculares inalámbricos,Cancela ruido y sonido potente.,POSITIVO,5,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,18.0,Samsung T7 Touch Portable SSD,Disco duro portátil,Velocidad alta y seguridad adicional con autenticación biométrica.,POSITIVO,8,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,19.0,Lenovo ThinkPad X1 Carbon,Computadora portátil,Diseño robusto y duradero para el uso intensivo.,POSITIVO,8,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_1_electronicos,20.0,Sennheiser Momentum True Wireless 3,Auriculares inalámbricos,Excelente calidad de sonido y cancelación de ruido.,POSITIVO,8,results2/mistral_latest_prompt_1_electronicos_20gen.txt,20,Electrónicos
mistral:latest,prompt_2_belleza,1.0,Crema facial Hyaluronic Acid,Belleza,Excelente crema que me ayuda a mantener la piel húmeda y elasticidad.,POSITIVO,12,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,2.0,Bálsamo para labios de raspado,Belleza,Me ayuda a mantener los labios suaves y protegidos durante todo el día.,POSITIVO,13,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,3.0,Cepillos de cerdas de piel,Belleza,Me ayuda a exfoliar la piel y mantenerla limpia.,POSITIVO,9,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,4.0,Mascara para célebres,Belleza,Me da una aplicación fácil y me hace las púpilas más notables.,POSITIVO,12,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,5.0,Pelota de rosquilla para exfoliar,Belleza,Es una buena opción para un exfoliado profundo.,POSITIVO,8,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,6.0,Mascara de cejas,Belleza,Me ayuda a dar un aspecto natural y bien definido a mis cejas.,POSITIVO,13,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,7.0,Abanico de piel,Belleza,Me ayuda a mantener la piel fresca y eliminar el sudor.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,8.0,Mascara para cenizas,Belleza,No me gusta que se vea muy evidente.,NEGATIVO,8,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,9.0,Mascara de falsas pestanas,Belleza,Es difícil aplicarla y se me cae rápidamente.,NEGATIVO,8,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,10.0,Abanico facial,Belleza,No me hace mucha diferencia.,NEUTRO,5,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,11.0,Bálsamo para cabello seco,Cuidado capilar,Es un buen producto para combatir el pelúcido.,POSITIVO,8,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,12.0,Acondicionador para cabello seco,Cuidado capilar,Me ayuda a mantener el cabello suave y despeinado.,POSITIVO,9,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,13.0,Cepillo de dientes con piel,Cuidado capilar,Me ayuda a mantener los dientes limpios y suaves.,POSITIVO,9,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,14.0,Maquillaje de peinado,Cuidado capilar,Me ayuda a dar un aspecto más definido y elegante.,POSITIVO,10,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,15.0,Maquillaje de peinado líquido,Cuidado capilar,Es difícil aplicarlo uniformemente.,NEGATIVO,4,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,16.0,Bálsamo de pelo sin silicona,Cuidado capilar,Es un producto ligero que me ayuda a mantener el cabello despeinado.,POSITIVO,12,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,17.0,Abanico para pelo,Cuidado capilar,No me hace mucha diferencia.,NEUTRO,5,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,18.0,Tintura para pelo claro,Cuidado capilar,Me ayuda a mantener el pelo más brillante.,POSITIVO,8,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,19.0,Tintura para cabello oscuro,Cuidado capilar,Me ayuda a mantener el pelo más profundo y brillante.,POSITIVO,10,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_2_belleza,20.0,Cepillo de cabello sin dientes,Cuidado capilar,Me ayuda a mantener el pelo más suave y despeinado.,POSITIVO,10,results2/mistral_latest_prompt_2_belleza_20gen.txt,20,Belleza
mistral:latest,prompt_3_hogar,1.0,Non-Stick Frying Pan,Cocina,Effortless cooking and easy clean-up.,POSITIVO,5,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,2.0,Knife Set,Cocina,Sharp and durable blades for precise cuts.,POSITIVO,7,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,3.0,Pressure Cooker,Cocina,Cooks meals quickly and retains nutrients.,POSITIVO,6,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,4.0,Blender,Cocina,Versatile appliance for smoothies and soups.,POSITIVO,6,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,5.0,Microplane Grater,Cocina,Perfect for zesting citrus and grating cheese.,POSITIVO,7,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,6.0,Cast Iron Skillet,Cocina,Heats evenly and is durable for long-lasting use.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,7.0,Silicone Baking Mat,Cocina,Easy to clean and non-stick for perfect bakes.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,8.0,Wood Cutting Board,Cocina,Durable and easy to maintain for food preparation.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,9.0,Potato Masher,Cocina,Easy to use and effective for mashing potatoes.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,10.0,Ice Cream Maker,Cocina,Creates homemade ice cream in minutes.,POSITIVO,6,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,11.0,Salad Spinner,Cocina,Quick and easy way to dry lettuce for salads.,POSITIVO,9,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,12.0,Whisk,Cocina,Versatile tool for mixing and whipping ingredients.,POSITIVO,7,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,13.0,Coffee Grinder,Cocina,Freshly ground coffee beans for better flavor.,POSITIVO,7,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,14.0,Thermometer,Cocina,Accurately measures the temperature of food.,POSITIVO,6,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,15.0,Can Opener,Cocina,Easy to use and essential for opening cans.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,16.0,Kitchen Scale,Cocina,Precise measurements for baking and cooking.,POSITIVO,6,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,17.0,Dishwasher Safe Utensils,Cocina,Easy to clean and dishwasher safe for convenience.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,18.0,Oven Mitts,Cocina,Protection against hot surfaces during cooking.,POSITIVO,6,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,19.0,Chef's Knife,Cocina,High-quality knife for a range of kitchen tasks.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_3_hogar,20.0,Mason Jar,Cocina,Versatile storage for food and drink.,POSITIVO,6,results2/mistral_latest_prompt_3_hogar_20gen.txt,20,Cocina
mistral:latest,prompt_1_electronicos,1.0,iPhone 13,Smartphone,Excelente calidad de pantalla y velocidad de procesamiento.,POSITIVO,8,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,2.0,Samsung Galaxy S21,Smartphone,Diseño elegante y cámara de alta calidad.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,3.0,AirPods Pro 2,Accesorio,Audiófilos aprecian su sonido y aislamiento acústico.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,4.0,Microsoft Surface Pro 8,Tableta,Una combinación perfecta de potencia y portabilidad.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,5.0,Dell XPS 13,Portátil,Pantalla de alta resolución y diseño estético.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,6.0,Logitech MX Master 3,Accesorio,Raton de alta calidad con ergonomía excelente.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,7.0,Apple Watch Series 7,Smartwatch,Elegancia y funcionalidad en un solo dispositivo.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,8.0,Sony WH-1000XM4,Auriculares,Sonido de alta calidad y aislamiento acústico excelente.,POSITIVO,8,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,9.0,HP Spectre x360,Portátil,Diseño atractivo y potencia en una sola computadora.,POSITIVO,8,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,10.0,Razer Blade 15,Portátil,Disfruta de un juego fluido y gráficos estelares.,POSITIVO,8,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,11.0,Anker PowerCore II,Accesorio,Cargador portátil de gran capacidad y velocidad.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,12.0,Asus ROG Zephyrus G14,Portátil,Una combinación de poder y portabilidad en un solo dispositivo.,POSITIVO,10,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,13.0,Samsung SSD 860 EVO,Accesorio,Velocidad de lectura y escritura excelente.,POSITIVO,6,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,14.0,Lenovo ThinkPad X1 Carbon,Portátil,Elegancia y resistencia en una sola computadora.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,15.0,Logitech MX Keys Mini,Accesorio,Teclado compacto y ergonomico.,POSITIVO,4,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,16.0,Jabra Elite Active 75t,Auriculares,Sonido de alta calidad y aislamiento acústico excelente.,POSITIVO,8,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,17.0,Samsung Galaxy Tab S7,Tableta,Pantalla de alta resolución y potencia en una sola dispositivo.,POSITIVO,10,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,18.0,Dell UltraSharp U2720Q,Accesorio,Una pantalla de alta calidad y gran resolución.,POSITIVO,8,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,19.0,Microsoft Surface Book 3,Tableta,Una combinación de potencia y portabilidad en un solo dispositivo.,POSITIVO,10,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,20.0,LG UltraGear 38GN950,Accesorio,Una pantalla de alta calidad y resolución ultrawide.,POSITIVO,8,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,21.0,Apple Magic Keyboard,Accesorio,Teclado compacto y de alta calidad.,POSITIVO,6,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,22.0,Razer Huntsman Mini,Accesorio,Teclado compacto y de alta velocidad.,POSITIVO,6,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,23.0,Sony WH-1000XM3,Auriculares,Sonido de alta calidad y aislamiento acústico excelente.,POSITIVO,8,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,24.0,Logitech G Pro Wireless,Accesorio,Raton de alta calidad y ergonomico.,POSITIVO,6,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,25.0,Dell Inspiron 15,Portátil,Disfruta de una experiencia de computación suave y fluida.,POSITIVO,9,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,26.0,Anker PowerCore Fusion 5000mAh,Accesorio,Cargador portátil de gran capacidad y velocidad.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,27.0,Microsoft Surface Laptop Go,Portátil,Disfruta de una computación portátil y de alta calidad.,POSITIVO,9,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
