modelo,prompt_id,id,producto,categoria,reseña,sentimiento,largo_palabras,archivo_origen,n_solicitado,prompt_corto
mistral:latest,prompt_1_electronicos,28.0,Samsung T7 Touch,Accesorio,Disfruta de una alta velocidad y seguridad en un solo dispositivo.,POSITIVO,11,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,29.0,Razer Huntsman Elite,Accesorio,Teclado de alta calidad y respuesta instantánea.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,30.0,Apple MacBook Air M1,Portátil,Disfruta de una computación rápida y potente.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,31.0,Logitech G502 Lightspeed,Accesorio,Raton de alta calidad y gran precisión.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,32.0,HP Pavilion x360 14,Portátil,Disfruta de una computación portátil y de alta calidad.,POSITIVO,9,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,33.0,Samsung Odyssey G9,Accesorio,Una pantalla de alta calidad y resolución ultrawide.,POSITIVO,8,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,34.0,Apple Magic Trackpad,Accesorio,Una experiencia de interacción rápida y precisa.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,35.0,Razer BlackShark V2,Accesorio,Una experiencia de audio inmersiva y detallada.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,36.0,Logitech MX Master 3S,Accesorio,Una experiencia de ratonado ergonómico y preciso.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,37.0,Apple AirPods Max,Auriculares,Una experiencia de audio inmersiva y detallada.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,38.0,Samsung Galaxy Buds Pro,Auriculares,Una experiencia de audio inmersiva y detallada.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,39.0,Logitech MX Keys Mini for Mac,Accesorio,Una experiencia de teclado ergonómico y preciso.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,40.0,Apple iPad Pro M1,Tableta,Una experiencia de computación rápida y potente.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,41.0,Logitech G915,Accesorio,Una experiencia de ratonado rápido y preciso.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,42.0,Samsung Odyssey G7,Accesorio,Una pantalla de alta calidad y resolución curva.,POSITIVO,8,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,43.0,Apple Magic Keyboard with Numeric Keypad,Accesorio,Una experiencia de teclado ergonómico y preciso.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,44.0,Logitech MX Vertical,Accesorio,Una experiencia de ratonado ergonómico y preciso.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,45.0,Samsung Galaxy Tab S7+,Tableta,Una experiencia de computación rápida y potente.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,46.0,Apple Mac Mini M1,Portátil,Una experiencia de computación rápida y potente.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,47.0,Logitech G Pro X,Accesorio,Una experiencia de ratonado rápido y preciso.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,48.0,Samsung Galaxy Book Pro,Portátil,Una experiencia de computación rápida y potente.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,49.0,Apple MacBook Pro M1,Portátil,Una experiencia de computación rápida y potente.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_1_electronicos,50.0,Logitech G435,Auriculares,Una experiencia de audio inmersiva y detallada.,POSITIVO,7,results2/mistral_latest_prompt_1_electronicos_50gen.txt,50,Electrónicos
mistral:latest,prompt_2_belleza,1.0,Créme antiarrugas L'Oréal,Belleza,Muy efectiva para disminuir las arrugas y dar la piel una apariencia más suave.,POSITIVO,14,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,2.0,Gel de afeitado Venus Gillette,Belleza,"Funciona bien y facilita el afeitado, sin irritar la piel.",NEUTRO,10,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,3.0,Mascara Maybelline Lash Sensational,Belleza,Durable y mejora notablemente la apariencia de mis ciles.,POSITIVO,9,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,4.0,Sabón facial Cetaphil,Belleza,No causa sensación de sequedad y mejora la piel con facilidad.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,5.0,Mascara Dior Diorshow,Belleza,"Mejora el aspecto de los ciles y durabilidad, pero puede ser caro.",MIXTO,12,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,6.0,Sabón facial Dove,Belleza,"Mejora la piel y tiene un olor agradable, pero puede causar secado.",NEUTRO,12,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,7.0,Mascara L'Oréal Paris,Belleza,Es de fácil uso y aumenta la densidad de los ciles.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,8.0,Cera para labios ChapStick,Belleza,Protege los labios y les da una sensación refrescante.,POSITIVO,9,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,9.0,Shampoo Pantene Pro-V,Cuidado Capilar,"Mejora el cabello y le da brillo, pero puede causar secado si se aplica demasiado.",MIXTO,15,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,10.0,Maságena de cepillos gatillo Herbal Essences,Cuidado Capilar,Es fácil de usar y le da una sensación refrescante al cabello.,POSITIVO,12,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,11.0,Shampoo y condicionador 2 en 1 Head & Shoulders,Cuidado Capilar,Mejora la calidad del cabello y seca facilmente.,NEUTRO,8,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,12.0,Maságena de cepillos gatillo Pantene,Cuidado Capilar,"Le da al cabello más volumen y brillo, pero es un poco caro.",MIXTO,13,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,13.0,Mascara para arco superiores L'Oréal,Belleza,Mejora notablemente el aspecto de los arcos superiores.,POSITIVO,8,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,14.0,Sabón facial Olay,Belleza,"Mejora la piel y es fácil de usar, pero puede causar sensación de sequedad.",NEUTRO,14,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,15.0,Shampoo Dove,Cuidado Capilar,Mejora la calidad del cabello y tiene un olor agradable.,POSITIVO,10,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,16.0,Maságena de cepillos gatillo John Frieda,Cuidado Capilar,Mejora el aspecto y la textura del cabello.,POSITIVO,8,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,17.0,Mascara Benefit Roller Lash,Belleza,Mejora notablemente el aspecto de los ciles y es fácil de usar.,POSITIVO,12,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,18.0,Shampoo Pantene,Cuidado Capilar,Mejora notablemente la calidad del cabello y es fácil de usar.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,19.0,Mascara para cilia largos L'Oréal,Belleza,Mejora notablemente el aspecto de los ciles y no se desquicia fácilmente.,POSITIVO,12,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,20.0,Cera para labios Blistex,Belleza,Protege los labios y les da una sensación refrescante.,POSITIVO,9,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,21.0,Shampoo Herbal Essences,Cuidado Capilar,Mejora notablemente la calidad del cabello y tiene un olor agradable.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,22.0,Créme facial Neutrogena,Belleza,Mejora notablemente la piel y es fácil de usar.,POSITIVO,9,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,23.0,Maságena de cepillos gatillo Garnier,Cuidado Capilar,Mejora notablemente la textura del cabello y es fácil de usar.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,24.0,Mascara L'Oréal Voluminous,Belleza,Mejora notablemente el aspecto de los ciles y es fácil de usar.,POSITIVO,12,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,25.0,Shampoo L'Oréal,Cuidado Capilar,Mejora notablemente la calidad del cabello y es fácil de usar.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,26.0,Créme facial Olay,Belleza,Mejora notablemente la piel y tiene un olor agradable.,POSITIVO,9,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,27.0,Maságena de cepillos gatillo Schwarzkopf,Cuidado Capilar,Mejora notablemente la textura del cabello y es fácil de usar.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,28.0,Créme facial Vichy,Belleza,Mejora notablemente la piel y tiene un olor agradable.,POSITIVO,9,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,29.0,Shampoo Dove Nutritive Solutions,Cuidado Capilar,Mejora notablemente la calidad del cabello y tiene un olor agradable.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,30.0,Maságena de cepillos gatillo Tresemmé,Cuidado Capilar,Mejora notablemente la textura del cabello y es fácil de usar.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,31.0,Mascara Maybelline Full 'N Soft,Belleza,Mejora notablemente el aspecto de los ciles y es fácil de usar.,POSITIVO,12,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,32.0,Créme facial Neutrogena Hydro Boost,Belleza,Mejora notablemente la piel y es fácil de usar.,POSITIVO,9,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,33.0,Shampoo Pantene Pro-V Repair & Protect,Cuidado Capilar,Mejora notablemente la calidad del cabello y es fácil de usar.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,34.0,Maságena de cepillos gatillo John Frieda Frizz Ease,Cuidado Capilar,Mejora notablemente la textura del cabello y es fácil de usar.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,35.0,Mascara L'Oréal Paris Bambi Eyes,Belleza,Mejora notablemente el aspecto de los ciles y es fácil de usar.,POSITIVO,12,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,36.0,Créme facial Garnier,Belleza,Mejora notablemente la piel y es fácil de usar.,POSITIVO,9,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,37.0,Shampoo Head & Shoulders,Cuidado Capilar,Mejora notablemente la calidad del cabello y es fácil de usar.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,38.0,Maságena de cepillos gatillo Dove,Cuidado Capilar,Mejora notablemente la textura del cabello y es fácil de usar.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,39.0,Créme facial Nivea,Belleza,Mejora notablemente la piel y es fácil de usar.,POSITIVO,9,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,40.0,Shampoo Herbal Essences Bio:Renew,Cuidado Capilar,Mejora notablemente la calidad del cabello y es fácil de usar.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,41.0,Maságena de cepillos gatillo Schwarzkopf Bonacure,Cuidado Capilar,Mejora notablemente la textura del cabello y es fácil de usar.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,42.0,Mascara L'Oréal Paris Telescopic,Belleza,Mejora notablemente el aspecto de los ciles y es fácil de usar.,POSITIVO,12,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,43.0,Créme facial La Roche-Posay,Belleza,Mejora notablemente la piel y es fácil de usar.,POSITIVO,9,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,44.0,Shampoo Pantene Pro-V Daily Moisture,Cuidado Capilar,Mejora notablemente la calidad del cabello y es fácil de usar.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_2_belleza,45.0,Maságena de cepillos gatillo Garnier Fructis,Cuidado Capilar,Mejora notablemente la textura del cabello y es fácil de usar.,POSITIVO,11,results2/mistral_latest_prompt_2_belleza_50gen.txt,50,Belleza
mistral:latest,prompt_3_hogar,1.0,Sarten Carbon Steel,Herramientas de Cocina,Gran sarten para cocinar a altas temperaturas. Puede resistir la prueba del tiempo.,POSITIVO,13,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,2.0,Cuchillo de Cocina Japanese,Herramientas de Cocina,Cuchillo de calidad con filo afilado que facilita la preparación diaria.,POSITIVO,11,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,3.0,Plancha eléctrica,Herramientas de Cocina,Planchar ahora es más fácil y rápido con esta plancha eléctrica.,POSITIVO,11,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,4.0,Pizarra de Cocina,Herramientas de Cocina,Pizarra de cocina ideal para escribir recetas y marcar las zonas de la plancha.,POSITIVO,14,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,5.0,Mortero y Pistilo,Herramientas de Cocina,Muy bien diseñado y fácil de limpiar. Ideal para preparar salsas y pastas.,POSITIVO,13,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,6.0,Prensa de Ajo,Herramientas de Cocina,Facilita la extracción del ajo y ayuda a eliminar el olor.,POSITIVO,11,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,7.0,Tostadora,Herramientas de Cocina,Tostar café es ahora un placer con esta tostadora.,POSITIVO,9,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,8.0,Utensilios de Madera,Herramientas de Cocina,Son estéticos y ecológicos. Ideales para cocinar en casa.,POSITIVO,9,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,9.0,Cafetera,Herramientas de Cocina,La cafetera permite hacer café a la medida en poco tiempo.,POSITIVO,11,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,10.0,Vaso de Vino,Herramientas de Cocina,El vaso de vino es estético y permite disfrutar del vino a la perfección.,POSITIVO,14,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,11.0,Tazas,Herramientas de Cocina,Las tazas son elegantes y resistentes. Ideales para el desayuno.,POSITIVO,10,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,12.0,Placas de Hornear,Herramientas de Cocina,Las placas de hornear son perfectas para hacer pizza a domicilio.,POSITIVO,11,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,13.0,Cuchillo de Pasta,Herramientas de Cocina,El cuchillo de pasta facilita la preparación diaria.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,14.0,Cuadrado de Aguacate,Herramientas de Cocina,La cuadrada de aguacate es un utensilio práctico para cortar el aguacate.,POSITIVO,12,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,15.0,Batidora,Herramientas de Cocina,La batidora facilita la preparación de postres y cócteles.,POSITIVO,9,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,16.0,Cafetera Express,Herramientas de Cocina,La cafetera express es práctica y rápida.,POSITIVO,7,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,17.0,Jugo de Naranja,Herramientas de Cocina,El jugo de naranja es práctico y resistente.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,18.0,Escoba para Limpieza de Plancha,Herramientas de Cocina,La escoba es ideal para limpiar la plancha.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,19.0,Tazón de Batido,Herramientas de Cocina,El tazón de batido es práctico y resistente.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,20.0,Molinillo de Café,Herramientas de Cocina,El molinillo de café facilita la molienda del café.,POSITIVO,9,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,21.0,Prensa para Salsa,Herramientas de Cocina,La prensa es práctica y facilita la preparación de salsas.,POSITIVO,10,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,22.0,Cuchara Metálica,Herramientas de Cocina,La cuchara es resistente y práctica para cocinar.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,23.0,Tostador de Café,Herramientas de Cocina,El tostador es práctico para hacer café a domicilio.,POSITIVO,9,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,24.0,Taza de Café,Herramientas de Cocina,La taza es resistente y estética para disfrutar del café.,POSITIVO,10,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,25.0,Tenedor de Vino,Herramientas de Cocina,El tenedor es resistente y estético para disfrutar del vino.,POSITIVO,10,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,26.0,Cuchillo de Pescado,Herramientas de Cocina,El cuchillo es práctico para cortar el pescado.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,27.0,Molinillo de Carne,Herramientas de Cocina,El molinillo es práctico para hacer carnes en casa.,POSITIVO,9,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,28.0,Tenedor de Café,Herramientas de Cocina,El tenedor es resistente y estético para disfrutar del café.,POSITIVO,10,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,29.0,Tazón de Vino,Herramientas de Cocina,El tazón es resistente y estético para disfrutar del vino.,POSITIVO,10,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,30.0,Cuchillo de Fillet,Herramientas de Cocina,El cuchillo es práctico para cortar el pescado.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,31.0,Tenedor de Aguacate,Herramientas de Cocina,El tenedor es práctico para servir el aguacate.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,32.0,Tenedor de Pescado,Herramientas de Cocina,El tenedor es práctico para servir el pescado.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,33.0,Tenedor de Pollo,Herramientas de Cocina,El tenedor es práctico para servir el pollo.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,34.0,Tenedor de Carne,Herramientas de Cocina,El tenedor es práctico para servir la carne.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,35.0,Tenedor de Ajo,Herramientas de Cocina,El tenedor es práctico para preparar el ajo.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,36.0,Cuchillo de Cocina,Herramientas de Cocina,El cuchillo es práctico para la preparación diaria.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,37.0,Cuchillo de Pescado,Herramientas de Cocina,El cuchillo es práctico para cortar el pescado.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,38.0,Cuchillo de Carne,Herramientas de Cocina,El cuchillo es práctico para preparar carnes.,POSITIVO,7,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,39.0,Cuchillo de Pizza,Herramientas de Cocina,El cuchillo es práctico para cortar la pizza.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,40.0,Cuchillo de Fillet,Herramientas de Cocina,El cuchillo es práctico para cortar el pescado.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,41.0,Cuchillo de Ajo,Herramientas de Cocina,El cuchillo es práctico para preparar el ajo.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,42.0,Cuchillo de Mantequilla,Herramientas de Cocina,El cuchillo es práctico para cortar la mantequilla.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,43.0,Cuchillo de Navidad,Herramientas de Cocina,El cuchillo es estético para la temporada navideña.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,44.0,Cuchillo de Navidad,Herramientas de Cocina,El cuchillo es estético para la temporada navideña.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,45.0,Cuchillo de Navidad,Herramientas de Cocina,El cuchillo es estético para la temporada navideña.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,46.0,Cuchillo de Navidad,Herramientas de Cocina,El cuchillo es estético para la temporada navideña.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,47.0,Cuchillo de Navidad,Herramientas de Cocina,El cuchillo es estético para la temporada navideña.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,48.0,Cuchillo de Navidad,Herramientas de Cocina,El cuchillo es estético para la temporada navideña.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,49.0,Cuchillo de Navidad,Herramientas de Cocina,El cuchillo es estético para la temporada navideña.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
mistral:latest,prompt_3_hogar,50.0,Cuchillo de Navidad,Herramientas de Cocina,El cuchillo es estético para la temporada navideña.,POSITIVO,8,results2/mistral_latest_prompt_3_hogar_50gen.txt,50,Cocina
